0000037c,00000001,000ffffd,18
0000084c,00000001,000ffffe,6924560
00000858,00000001,000ffffe,6924809
0000085c,00000001,000ffffe,6924934
000007d8,00000001,000ffffe,6924997
0000085c,00000001,000ffffe,6925029
000007bc,0000000c,00080401,6925328
00000818,00000001,000ffffe,6925733
000007d0,00000001,000ffffe,6926213
00000834,00000001,000ffffe,6926725
000007d0,00000001,000ffffe,6927221
00000858,00000001,000ffffe,6927709
00000854,00000001,000ffffe,6928193
0000083c,00000002,000ffffe,6928676
00000818,00000001,000ffffe,6929156
000007c0,00000001,000ffffe,6929397
000007ac,00000001,000ffffe,6929518
000007d0,00000001,000ffffe,6929579
00000854,00000001,000ffffe,6929610
0000083c,00000002,000ffffe,6929627
00000800,00000001,000ffffe,6929906
000008d4,0000000c,0008031a,6930329
000007d8,00000001,000ffffe,6930796
00000834,00000001,000ffffe,6931307
000007bc,0000000c,00080400,6931574
0000085c,00000001,000ffffe,6931931
00000848,00000007,00080400,6932361
000007ac,00000001,000ffffe,6932807
000007d0,00000001,000ffffe,6933305
00000800,00000001,000ffffe,6933794
0000084c,00000001,000ffffe,6934039
000007d8,00000001,000ffffe,6934162
00000820,00000002,000ffffe,6934225
0000084c,00000001,000ffffe,6934495
00000800,00000001,000ffffe,6934631
000007ec,00000002,000ffffe,6934972
000007b4,00000002,000ffffe,6935414
0000084c,00000001,000ffffe,6935874
0000085c,00000001,000ffffe,6936105
000007b4,00000002,000ffffe,6936222
000007d0,00000001,000ffffe,6936519
000007c0,00000001,000ffffe,6936908
00000800,00000001,000ffffe,6937103
000007d8,00000001,000ffffe,6937490
00000858,00000001,000ffffe,6937635
00000848,00000007,00080400,6937714
0000083c,00000002,000ffffe,6937746
0000083c,00000002,000ffffe,6937765
000007d0,00000001,000ffffe,6937774
0000082c,00000244,00080462,6937780
000007d8,00000001,000ffffe,6938051
000007d8,00000001,000ffffe,6938260
00000800,00000001,000ffffe,6938567
000007ac,00000001,000ffffe,6938721
0000082c,00000244,00080451,6938769
000007fc,00000013,0008031c,6939088
000007b4,00000002,000ffffe,6939246
0000083c,00000002,000ffffe,6939334
000007ec,00000002,000ffffe,6939650
00000848,00000007,00080401,6940053
000007ac,00000001,000ffffe,6940518
00000800,00000001,000ffffe,6940754
00000848,00000007,00080401,6941118
000007d8,00000001,000ffffe,6941531
000007ec,00000002,000ffffe,6941742
00000834,00000001,000ffffe,6942118
000007bc,0000000c,00080401,6942461
00000818,00000001,000ffffe,6942714
0000082c,00000244,00080457,6942886
0000082c,00000244,00080461,6942981
00000848,00000007,00080401,6943124
000007c0,00000001,000ffffe,6943592
00000800,00000001,000ffffe,6944101
00000854,00000001,000ffffe,6944356
000007b4,00000002,000ffffe,6944485
000007b4,00000002,000ffffe,6944789
000007c0,00000001,000ffffe,6945180
000007d8,00000001,000ffffe,6945648
000007fc,00000013,0008031b,6946172
000007ec,00000002,000ffffe,6946648
0000084c,00000001,000ffffe,6946894
000007ec,00000002,000ffffe,6947019
0000083c,00000002,000ffffe,6947321
000007d8,00000001,000ffffe,6947711
000008c4,00000002,000ffffe,6947908
000007b4,00000002,000ffffe,6948278
00000800,00000001,000ffffe,6948702
000007bc,0000000c,00080400,6948926
00000848,00000007,00080400,6949028
00000834,00000001,000ffffe,6949343
000007c0,00000001,000ffffe,6949477
0000082c,00000244,00080458,6949655
000007ac,00000001,000ffffe,6949816
00000800,00000001,000ffffe,6949986
00000820,00000002,000ffffe,6950312
000007bc,0000000c,00080400,6950485
00000858,00000001,000ffffe,6950556
000007fc,00000013,0008031e,6950887
00000834,00000001,000ffffe,6951026
0000084c,00000001,000ffffe,6951105
000007fc,00000013,0008031d,6951163
000007b4,00000002,000ffffe,6951406
0000083c,00000002,000ffffe,6951808
00000820,00000002,000ffffe,6952518
0000084c,00000001,000ffffe,6952636
0000085c,00000001,000ffffe,6952696
0000082c,00000244,00080476,6952859
00000834,00000001,000ffffe,6952966
000007b4,00000002,000ffffe,6953374
000007d8,00000001,000ffffe,6953577
0000085c,00000001,000ffffe,6953951
00000858,00000001,000ffffe,6954378
000007c0,00000001,000ffffe,6954592
0000083c,00000002,000ffffe,6955497
0000082c,00000244,00080462,6955550
00000820,00000002,000ffffe,6955665
0000082c,00000244,00080475,6955740
000007b4,00000002,000ffffe,6955989
000007fc,00000013,0008031d,6956440
00000800,00000001,000ffffe,6956879
0000085c,00000001,000ffffe,6957108
000007ac,00000001,000ffffe,6957223
000007b4,00000002,000ffffe,6957282
0000083c,00000002,000ffffe,6957551
0000084c,00000001,000ffffe,6957685
000007fc,00000013,0008031d,6957771
00000818,00000001,000ffffe,6958059
00000834,00000001,000ffffe,6958452
000007ac,00000001,000ffffe,6958649
0000083c,00000002,000ffffe,6958749
000007ec,00000002,000ffffe,6958799
000007d8,00000001,000ffffe,6959063
000007d8,00000001,000ffffe,6959196
000007d8,00000001,000ffffe,6959263
000007b4,00000002,000ffffe,6959298
000007fc,00000013,0008031e,6959701
0000084c,00000001,000ffffe,6959748
00000820,00000002,000ffffe,6959782
00000800,00000001,000ffffe,6959798
00000858,00000001,000ffffe,6959807
000007c0,00000001,000ffffe,6959812
000007ec,00000002,000ffffe,6959816
00000800,00000001,000ffffe,6959817
000007d8,00000001,000ffffe,6960090
0000082c,00000244,0008045d,6960133
00000818,00000001,000ffffe,6960227
000007bc,0000000c,00080401,6960307
0000085c,00000001,000ffffe,6960331
00000858,00000001,000ffffe,6960349
000007c0,00000001,000ffffe,6960630
000007ec,00000002,000ffffe,6960843
000007d0,00000001,000ffffe,6960878
000007d8,00000001,000ffffe,6961136
0000082c,00000244,00080463,6961350
000007fc,00000013,0008031e,6961555
00000800,00000001,000ffffe,6961738
00000848,00000007,00080401,6961845
00000800,00000001,000ffffe,6961890
0000084c,00000001,000ffffe,6961916
000007d8,00000001,000ffffe,6962201
0000084c,00000001,000ffffe,6962344
0000084c,00000001,000ffffe,6962724
0000082c,00000244,00080459,6962995
000007ac,00000001,000ffffe,6963118
000007c0,00000001,000ffffe,6963587
00000820,00000002,000ffffe,6963823
000007d0,00000001,000ffffe,6963940
0000085c,00000001,000ffffe,6964239
00000854,00000001,000ffffe,6964389
00000848,00000007,00080401,6964916
00000800,00000001,000ffffe,6965237
0000082c,00000244,0008045a,6965315
000007b4,00000002,000ffffe,6965402
000008ac,0000000c,00080400,6965734
0000084c,00000001,000ffffe,6966156
000007d0,00000001,000ffffe,6966373
0000085c,00000001,000ffffe,6966482
00000854,00000001,000ffffe,6966537
000007ec,00000002,000ffffe,6966566
00000854,00000001,000ffffe,6966851
000007c0,00000001,000ffffe,6967266
000007bc,0000000c,00080400,6967485
000007fc,00000013,0008031f,6967868
00000858,00000001,000ffffe,6968278
000007d8,00000001,000ffffe,6968732
000007ac,00000001,000ffffe,6969231
00000874,00000001,000ffffe,6969481
00000854,00000001,000ffffe,6969846
00000818,00000001,000ffffe,6970029
0000084c,00000001,000ffffe,6970121
00000820,00000002,000ffffe,6970440
000007ac,00000001,000ffffe,6970838
00000820,00000002,000ffffe,6971039
00000818,00000001,000ffffe,6971836
0000082c,00000244,00080451,6971989
000007ec,00000002,000ffffe,6972290
00000848,00000007,00080400,6972522
00000848,00000007,00080400,6972636
000007fc,00000013,00080320,6972945
0000083c,00000002,000ffffe,6973077
00000834,00000001,000ffffe,6973151
00000834,00000001,000ffffe,6973189
000007d8,00000001,000ffffe,6973448
000007ec,00000002,000ffffe,6973916
000007d0,00000001,000ffffe,6974084
0000082c,00000244,00080442,6974157
000007c0,00000001,000ffffe,6974169
00000800,00000001,000ffffe,6974212
00000818,00000001,000ffffe,6974517
0000085c,00000001,000ffffe,6974659
0000082c,00000244,0008044a,6974813
00000818,00000001,000ffffe,6975002
00000820,00000002,000ffffe,6975175
000007c0,00000001,000ffffe,6975500
00000820,00000002,000ffffe,6975936
000007ac,00000001,000ffffe,6976153
00000820,00000002,000ffffe,6976535
00000834,00000001,000ffffe,6976821
0000085c,00000001,000ffffe,6977141
0000082c,00000244,0008045b,6977304
000007ac,00000001,000ffffe,6977541
000007ec,00000002,000ffffe,6978014
00000820,00000002,000ffffe,6978522
000007ac,00000001,000ffffe,6979015
000007bc,0000000c,00080401,6979513
0000085c,00000001,000ffffe,6979746
00000818,00000001,000ffffe,6980108
000007bc,0000000c,00080401,6980540
000007d0,00000001,000ffffe,6980740
0000084c,00000001,000ffffe,6980846
0000083c,00000002,000ffffe,6981140
00000800,00000001,000ffffe,6981286
000007ec,00000002,000ffffe,6981361
000007b4,00000002,000ffffe,6981670
000007d0,00000001,000ffffe,6981824
000007ec,00000002,000ffffe,6981903
0000083c,00000002,000ffffe,6982214
000007fc,00000013,0008031f,6982387
0000084c,00000001,000ffffe,6982719
0000084c,00000001,000ffffe,6983166
000007a0,00000006,00080400,6983779
00000820,00000002,000ffffe,6984207
000007ac,00000001,000ffffe,6984662
0000084c,00000001,000ffffe,6985162
000007b4,00000002,000ffffe,6985653
000007b4,00000002,000ffffe,6986138
00000854,00000001,000ffffe,6986380
000007d8,00000001,000ffffe,6986502
00000820,00000002,000ffffe,6986955
00000820,00000002,000ffffe,6987031
000007ec,00000002,000ffffe,6987341
0000082c,00000244,0008044b,6987382
000007bc,0000000c,00080400,6987746
000007ac,00000001,000ffffe,6987933
00000820,00000002,000ffffe,6988305
0000084c,00000001,000ffffe,6988490
000007ec,00000002,000ffffe,6988824
00000870,00000001,000ffffe,6988990
000007ac,00000001,000ffffe,6989074
00000820,00000002,000ffffe,6989389
00000858,00000001,000ffffe,6989785
000007fc,00000013,00080322,6990002
00000834,00000001,000ffffe,6990084
000007fc,00000013,00080321,6990392
000007bc,0000000c,00080400,6990770
000007d8,00000001,000ffffe,6990952
000007fc,00000013,00080321,6991067
0000085c,00000001,000ffffe,6991098
000007d8,00000001,000ffffe,6991123
0000085c,00000001,000ffffe,6991136
000007ec,00000002,000ffffe,6991144
00000820,00000002,000ffffe,6991148
00000800,00000001,000ffffe,6991421
0000085c,00000001,000ffffe,6991830
000007d0,00000001,000ffffe,6992035
00000834,00000001,000ffffe,6992138
000007fc,00000013,00080321,6992208
000007fc,00000173,00080322,6992826
000007c0,00000001,000ffffe,6992861
000007ec,00000002,000ffffe,6993065
0000083c,00000002,000ffffe,6993167
000007ac,00000001,000ffffe,6993457
0000083c,00000002,000ffffe,6993604
000007ec,00000002,000ffffe,6993949
00000800,00000001,000ffffe,6994121
00000864,00000001,000ffffe,6994208
0000084c,00000001,000ffffe,6994252
000007d8,00000001,000ffffe,6994917
0000082c,00000244,0008045d,6995093
00000858,00000001,000ffffe,6995119
000007ac,00000001,000ffffe,6995492
00000854,00000001,000ffffe,6995679
0000084c,00000001,000ffffe,6995773
000007b4,00000002,000ffffe,6996093
00000818,00000001,000ffffe,6996252
00000818,00000001,000ffffe,6996604
000007b4,00000002,000ffffe,6997053
0000085c,00000001,000ffffe,6997516
0000085c,00000001,000ffffe,6998020
000007ec,00000002,000ffffe,6998513
000007fc,00000013,00080321,6999016
0000082c,00003e9e,00080478,6999419
000007d8,00000001,000ffffe,6999481
000007ac,00000001,000ffffe,6999723
00000818,00000001,000ffffe,7000084
000007ac,00000001,000ffffe,7000265
0000084c,00000001,000ffffe,7000356
000007d0,00000001,000ffffe,7000402
00000820,00000002,000ffffe,7000666
00000818,00000001,000ffffe,7000797
000007d8,00000001,000ffffe,7001135
00000818,00000001,000ffffe,7001576
000007bc,0000000c,00080400,7001808
0000085c,00000001,000ffffe,7001908
00000858,00000001,000ffffe,7001964
00000818,00000001,000ffffe,7002232
00000854,00000001,000ffffe,7002638
000007ec,00000002,000ffffe,7003114
000007ec,00000002,000ffffe,7003352
000007d0,00000001,000ffffe,7003710
000007c0,00000001,000ffffe,7003890
00000820,00000002,000ffffe,7004221
000007ac,00000001,000ffffe,7004657
00000820,00000002,000ffffe,7004877
000007ec,00000002,000ffffe,7004987
000007ec,00000002,000ffffe,7005282
000007bc,0000000c,00080400,7005440
0000084c,00000001,000ffffe,7005775
0000083c,00000002,000ffffe,7006221
00000800,00000001,000ffffe,7006443
000007ec,00000002,000ffffe,7006556
000007fc,00000013,00080323,7006869
0000084c,00000001,000ffffe,7007239
0000084c,00000001,000ffffe,7007705
00000854,00000001,000ffffe,7008210
000007c0,00000001,000ffffe,7008463
000007ec,00000002,000ffffe,7008591
0000083c,00000002,000ffffe,7008655
000007ac,00000001,000ffffe,7008926
0000085c,00000001,000ffffe,7009334
00000818,00000001,000ffffe,7009810
0000084c,00000001,000ffffe,7010320
00000854,00000001,000ffffe,7010815
000007fc,00000013,00080323,7011081
000007ac,00000001,000ffffe,7011427
000007d0,00000001,000ffffe,7011849
00000800,00000001,000ffffe,7012300
000007ec,00000002,000ffffe,7012527
000007fc,00000013,00080323,7012897
0000083c,00000002,000ffffe,7013057
000007a4,00000001,000ffffe,7013145
000007d0,00000001,000ffffe,7013190
00000800,00000001,000ffffe,7013213
000007b4,00000002,000ffffe,7013226
0000083c,00000002,000ffffe,7013504
0000084c,00000001,000ffffe,7013914
00000834,00000001,000ffffe,7014120
00000854,00000001,000ffffe,7014495
00000848,00000007,00080401,7014689
0000084c,00000001,000ffffe,7015017
00000858,00000001,000ffffe,7015456
0000085c,00000001,000ffffe,7015676
00000820,00000002,000ffffe,7016059
000007d0,00000001,000ffffe,7016489
000007b4,00000002,000ffffe,7016706
000007b4,00000002,000ffffe,7017086
000007c0,00000001,000ffffe,7017515
0000082c,00000244,00080452,7018549
0000083c,00000002,000ffffe,7018553
0000082c,00000244,00080469,7018777
00000884,00000001,000ffffe,7018969
000008b0,00000001,000ffffe,7019178
00000894,00000001,000ffffe,7019283
0000085c,00000001,000ffffe,7019336
000007fc,00000013,00080324,7019381
000007bc,0000000c,00080400,7019388
0000084c,00000001,000ffffe,7019656
000007c0,00000001,000ffffe,7019796
00000834,00000001,000ffffe,7020138
00000800,00000001,000ffffe,7020581
000007bc,0000000c,00080400,7020814
00000848,00000007,00080400,7021192
00000854,00000001,000ffffe,7021378
000007ac,00000001,000ffffe,7021714
000007c0,00000001,000ffffe,7022154
00000854,00000001,000ffffe,7022614
00000848,00000007,00080400,7023122
000007b4,00000002,000ffffe,7023608
000007ac,00000001,000ffffe,7023853
000007c0,00000001,000ffffe,7024398
000007b4,00000002,000ffffe,7024730
0000082c,00000244,00080458,7024795
0000084c,00000001,000ffffe,7024895
000007d8,00000001,000ffffe,7025218
0000084c,00000001,000ffffe,7025380
000007c0,00000001,000ffffe,7025701
00000834,00000001,000ffffe,7025862
00000858,00000001,000ffffe,7025943
000007b4,00000002,000ffffe,7025985
000007c0,00000001,000ffffe,7026005
00000848,00000007,00080400,7026022
000007b4,00000002,000ffffe,7026023
000007ac,00000001,000ffffe,7026297
000007d8,00000001,000ffffe,7026435
000007d0,00000001,000ffffe,7026776
0000083c,00000002,000ffffe,7026948
000007d0,00000001,000ffffe,7027033
0000084c,00000001,000ffffe,7027348
000007b4,00000002,000ffffe,7027858
0000084c,00000001,000ffffe,7028033
0000082c,00000244,00080446,7028085
000007b4,00000002,000ffffe,7028362
00000818,00000001,000ffffe,7028797
000007b4,00000002,000ffffe,7029256
00000858,00000001,000ffffe,7029756
000007bc,0000000c,00080401,7030018
00000848,00000007,00080401,7030139
000007c0,00000001,000ffffe,7030436
000007c0,00000001,000ffffe,7030588
0000085c,00000001,000ffffe,7030936
00000800,00000001,000ffffe,7031382
000007d8,00000001,000ffffe,7031845
0000085c,00000001,000ffffe,7032077
0000083c,00000002,000ffffe,7032434
000007c0,00000001,000ffffe,7032851
000007d8,00000001,000ffffe,7033300
000007bc,0000000c,00080401,7033536
000007b4,00000002,000ffffe,7033639
000007b4,00000002,000ffffe,7033696
0000084c,00000001,000ffffe,7033747
000007fc,00000013,00080326,7033757
0000084c,00000001,000ffffe,7034023
0000082c,00000244,00080470,7034303
00000854,00000001,000ffffe,7034433
0000085c,00000001,000ffffe,7034910
000007ac,00000001,000ffffe,7035149
000007ec,00000002,000ffffe,7035270
000007bc,0000000c,00080401,7035970
0000082c,00000244,00080441,7036148
000007c0,00000001,000ffffe,7036426
00000818,00000001,000ffffe,7036660
00000894,00000001,000ffffe,7037017
0000083c,00000002,000ffffe,7037197
00000800,00000001,000ffffe,7037286
000007bc,0000000c,00080400,7037614
0000085c,00000001,000ffffe,7037762
000007c0,00000001,000ffffe,7037842
00000858,00000001,000ffffe,7038550
000007bc,0000000c,00080400,7039031
000007d8,00000001,000ffffe,7039527
00000834,00000001,000ffffe,7039781
00000800,00000001,000ffffe,7040148
000007bc,0000000c,00080400,7040343
000007b4,00000002,000ffffe,7040665
000007bc,0000000c,00080400,7041113
00000848,00000007,00080400,7041567
000007ec,00000002,000ffffe,7041792
000007ac,00000001,000ffffe,7042146
00000854,00000001,000ffffe,7042324
000007c0,00000001,000ffffe,7042653
00000854,00000001,000ffffe,7042818
0000083c,00000002,000ffffe,7042902
00000858,00000001,000ffffe,7042943
00000834,00000001,000ffffe,7043204
00000820,00000002,000ffffe,7043336
000007ac,00000001,000ffffe,7043401
00000820,00000002,000ffffe,7043707
00000834,00000001,000ffffe,7043936
0000083c,00000002,000ffffe,7043976
00000848,00000007,00080400,7044001
000007b4,00000002,000ffffe,7044278
0000082c,00000244,00080466,7044438
000007d8,00000001,000ffffe,7044690
000007c0,00000001,000ffffe,7044897
00000834,00000001,000ffffe,7045001
00000818,00000001,000ffffe,7045293
0000084c,00000001,000ffffe,7045679
00000848,00000007,00080400,7046150
00000818,00000001,000ffffe,7046377
00000834,00000001,000ffffe,7046494
00000848,00000007,00080401,7046559
000007ec,00000002,000ffffe,7046584
0000082c,000021e9,0008046e,7046834
00000800,00000001,000ffffe,7046870
00000818,00000001,000ffffe,7047014
00000800,00000001,000ffffe,7047802
0000082c,00000244,00080468,7047937
000007d0,00000001,000ffffe,7048264
000007c0,00000001,000ffffe,7048767
00000800,00000001,000ffffe,7049019
000007c0,00000001,000ffffe,7049385
00000800,00000001,000ffffe,7049808
000007b4,00000002,000ffffe,7050021
0000085c,00000001,000ffffe,7050398
000007ac,00000001,000ffffe,7050827
0000084c,00000001,000ffffe,7051042
00000818,00000001,000ffffe,7051150
0000085c,00000001,000ffffe,7051444
0000084c,00000001,000ffffe,7051831
000007ac,00000001,000ffffe,7052025
00000858,00000001,000ffffe,7052394
00000834,00000001,000ffffe,7052579
00000820,00000002,000ffffe,7052673
000007ac,00000001,000ffffe,7052719
00000798,00000002,000ffffe,7052744
0000083c,00000002,000ffffe,7053028
0000085c,00000001,000ffffe,7053441
00000834,00000001,000ffffe,7053920
000007d8,00000001,000ffffe,7054160
000008e8,00000001,000ffffe,7054520
000007ec,00000002,000ffffe,7054941
000007ac,00000001,000ffffe,7055390
00000834,00000001,000ffffe,7055887
000007d0,00000001,000ffffe,7056136
0000084c,00000001,000ffffe,7056261
000007bc,0000000c,00080400,7056335
0000084c,00000001,000ffffe,7056356
00000800,00000001,000ffffe,7056644
000007ec,00000002,000ffffe,7057061
000007b4,00000002,000ffffe,7057541
00000818,00000001,000ffffe,7058052
000007b4,00000002,000ffffe,7058549
000007d0,00000001,000ffffe,7059036
000007c0,00000001,000ffffe,7059520
00000820,00000002,000ffffe,7060003
000007ec,00000002,000ffffe,7060484
